userID,userRating,Name of Movie,Genre,Year of Release,Watch time,Meta Score,Votes,Gross Collection($)
5323,4,Byôsoku 5 senchimêtoru,"Animation,Drama,Family",2007,63,****,****,****
7012,1,Fear and Desire,"Drama,Thriller,War",1953,62,****,****,****
1406,4,Karakomik Filmler: 2 Arada,"Comedy,Drama",2019,60,****,****,****
3922,4,Guava Island,"Comedy,Drama,Music",2019,55,****,****,****
2607,1,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,"Animation,Action,Sci-Fi",1995,51,****,****,****
9507,4,Banshee,Action,III 2013,50,****,****,****
8335,4,Koto no ha no niwa,"Animation,Drama,Romance",2013,46,****,****,****
6940,4,Hotarubi no mori e,"Animation,Drama,Fantasy",2011,45,****,****,****
5319,1,Star Wars: Episode VII - The Force Awakens,"Action,Adventure,Sci-Fi",2015,138,80,"943,421",936.66
4622,1,Avengers: Endgame,"Action,Adventure,Drama",2019,181,78,"1,167,199",858.37
688,2,Spider-Man: No Way Home,"Action,Adventure,Fantasy",2021,148,71,"785,771",804.75
2088,3,Avatar,"Action,Adventure,Fantasy",2009,162,83,"1,336,022",760.51
389,3,Top Gun: Maverick,"Action,Drama",2022,130,78,"569,425",718.73
7031,5,Black Panther,"Action,Adventure,Sci-Fi",2018,134,88,"797,018",700.06
1868,3,Avengers: Infinity War,"Action,Adventure,Sci-Fi",2018,149,68,"1,111,763",678.82
5012,4,Avatar: The Way of Water,"Action,Adventure,Fantasy",2022,192,67,"355,910",659.68
2423,5,Titanic,"Drama,Romance",1997,194,75,"1,212,908",659.33
437,5,Jurassic World,"Action,Adventure,Sci-Fi",2015,124,59,"654,044",652.27
5198,1,The Avengers,"Action,Sci-Fi",2012,143,69,"1,409,395",623.28
5796,5,Star Wars: Episode VIII - The Last Jedi,"Action,Adventure,Fantasy",2017,152,84,"644,125",620.18
8201,3,Incredibles 2,"Animation,Action,Adventure",2018,118,80,"306,686",608.58
7529,3,The Lion King,"Animation,Adventure,Drama",2019,118,55,"251,977",543.64
4383,4,The Dark Knight,"Action,Crime,Drama",2008,152,84,"2,701,057",534.86
552,1,Rogue One,"Action,Adventure,Sci-Fi",2016,133,65,"653,473",532.18
2067,2,Star Wars: Episode IX - The Rise of Skywalker,"Action,Adventure,Fantasy",2019,141,53,"463,699",515.2
6545,1,Beauty and the Beast,"Adventure,Family,Fantasy",I 2017,129,65,"317,148",504.01
4192,4,Finding Dory,"Animation,Adventure,Comedy",2016,97,77,"284,644",486.3
8977,4,Frozen II,"Animation,Adventure,Comedy",2019,103,64,"179,698",477.37
4705,5,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",1999,136,51,"819,908",474.54
8993,5,Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",2015,141,66,"879,930",459.01
7745,4,Black Panther: Wakanda Forever,"Action,Adventure,Drama",2022,161,67,"256,018",453.72
7942,2,The Dark Knight Rises,"Action,Drama,Thriller",2012,164,78,"1,732,064",448.14
4137,3,Shrek 2,"Animation,Adventure,Comedy",2004,93,75,"478,053",436.47
158,4,E.T. the Extra-Terrestrial,"Adventure,Family,Sci-Fi",1982,115,91,"418,803",435.11
8434,4,Toy Story 4,"Animation,Adventure,Comedy",2019,100,84,"259,577",434.04
8056,4,Captain Marvel,"Action,Adventure,Sci-Fi",2019,123,64,"574,751",426.83
7070,1,The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",2013,146,76,"679,691",424.67
3830,3,Pirates of the Caribbean: Dead Man's Chest,"Action,Adventure,Fantasy",2006,151,53,"732,821",423.32
5296,1,The Lion King,"Animation,Adventure,Drama",1994,88,88,"1,078,205",422.78
7513,5,Jurassic World: Fallen Kingdom,"Action,Adventure,Sci-Fi",2018,128,51,"325,267",417.72
2095,3,Toy Story 3,"Animation,Adventure,Comedy",2010,103,92,"850,363",415
3324,5,Wonder Woman,"Action,Adventure,Fantasy",2017,141,76,"670,931",412.56
3083,1,Doctor Strange in the Multiverse of Madness,"Action,Adventure,Fantasy",2022,126,60,"433,512",411.33
3532,1,Iron Man Three,"Action,Adventure,Sci-Fi",2013,130,62,"864,821",409.01
467,4,Captain America: Civil War,"Action,Sci-Fi",2016,147,75,"805,681",408.08
1276,3,The Hunger Games,"Action,Adventure,Sci-Fi",2012,142,68,"940,935",408.01
6354,5,Jumanji: Welcome to the Jungle,"Action,Adventure,Comedy",2017,119,58,"393,579",404.52
4707,5,Spider-Man,"Action,Adventure,Sci-Fi",2002,121,73,"833,202",403.71
2667,3,Jurassic Park,"Action,Adventure,Sci-Fi",1993,127,68,"1,007,964",402.45
1990,3,Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi",2009,149,35,"413,136",402.11
9685,3,Frozen,"Animation,Adventure,Comedy",I 2013,102,75,"636,562",400.74
9491,1,Spider-Man: Far from Home,"Action,Adventure,Comedy",2019,129,69,"510,226",390.53
4500,5,Guardians of the Galaxy Vol. 2,"Action,Adventure,Comedy",2017,136,67,"698,698",389.81
6043,3,Harry Potter and the Deathly Hallows: Part 2,"Adventure,Family,Fantasy",2011,130,85,"894,990",381.01
3132,4,Finding Nemo,"Animation,Adventure,Comedy",2003,100,90,"1,060,796",380.84
5039,3,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Fantasy",2005,140,68,"806,668",380.26
2954,5,The Lord of the Rings: The Return of the King,"Action,Adventure,Drama",2003,201,94,"1,876,741",377.85
8077,4,Jurassic World: Dominion,"Action,Adventure,Sci-Fi",2022,147,38,"180,168",376.85
7921,2,Spider-Man 2,"Action,Adventure,Sci-Fi",2004,127,83,"667,859",373.59
5267,1,The Passion of the Christ,Drama,2004,127,47,"237,845",370.78
4245,1,Minions: The Rise of Gru,"Animation,Adventure,Comedy",2022,87,56,"72,744",369.7
3250,3,The Batman,"Action,Crime,Drama",2022,176,72,"691,324",369.35
8995,2,The Secret Life of Pets,"Animation,Adventure,Comedy",2016,87,61,"207,371",368.38
7260,2,Despicable Me 2,"Animation,Adventure,Comedy",2013,98,62,"408,423",368.06
9132,4,The Jungle Book,"Adventure,Drama,Family",2016,106,77,"282,190",364
8658,2,Deadpool,"Action,Comedy",2016,108,65,"1,060,097",363.07
5360,3,Inside Out,"Animation,Adventure,Comedy",I 2015,95,94,"730,813",356.46
3142,3,Aladdin,"Adventure,Comedy,Family",2019,128,53,"273,441",355.56
6026,4,Fast & Furious 7,"Action,Crime,Thriller",2015,137,67,"396,987",353.01
889,3,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",2011,154,42,"416,140",352.39
4202,2,American Sniper,"Action,Biography,Drama",2014,133,72,"499,468",350.13
7207,2,Thor: Love and Thunder,"Action,Adventure,Comedy",2022,118,57,"356,435",343.26
9146,3,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",2002,179,87,"1,694,274",342.55
1731,3,Zootopia,"Animation,Adventure,Comedy",2016,108,78,"512,588",341.27
6207,3,The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi",2014,123,64,"468,405",337.14
7915,2,Spider-Man 3,"Action,Adventure,Sci-Fi",2007,139,59,"603,862",336.53
6018,2,Minions,"Animation,Adventure,Comedy",2015,91,56,"245,517",336.05
3875,4,Joker,"Crime,Drama,Thriller",I 2019,122,59,"1,338,232",335.45
7986,5,Aquaman,"Action,Adventure,Fantasy",2018,143,55,"487,436",335.06
7310,3,Spider-Man: Homecoming,"Action,Adventure,Sci-Fi",2017,133,73,"674,298",334.2
2500,1,Alice in Wonderland,"Adventure,Family,Fantasy",I 2010,108,53,"423,481",334.19
8164,2,Guardians of the Galaxy,"Action,Adventure,Comedy",2014,121,76,"1,199,924",333.18
2386,4,Batman v Superman: Dawn of Justice,"Action,Adventure,Sci-Fi",2016,151,44,"709,472",330.36
375,5,Forrest Gump,"Drama,Romance",1994,142,82,"2,122,201",330.25
1312,3,It,Horror,I 2017,135,69,"564,708",327.48
3165,4,Suicide Squad,"Action,Adventure,Fantasy",2016,123,40,"696,442",325.1
8580,3,Deadpool 2,"Action,Adventure,Comedy",2018,119,66,"599,715",324.59
7652,2,Star Wars,"Action,Adventure,Fantasy",1977,121,90,"1,385,746",322.74
3053,1,Shrek the Third,"Animation,Adventure,Comedy",2007,93,58,"316,726",320.71
1252,4,Transformers,"Action,Adventure,Sci-Fi",2007,144,61,"648,470",319.25
7693,3,Iron Man,"Action,Adventure,Sci-Fi",2008,126,79,"1,076,376",318.41
491,4,Harry Potter and the Sorcerer's Stone,"Adventure,Family,Fantasy",2001,152,65,"804,102",317.58
8535,4,Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure",2008,122,65,"463,219",317.1
1108,1,Jumanji: The Next Level,"Action,Adventure,Comedy",2019,123,58,"260,638",316.83
1458,3,The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Drama",2001,178,92,"1,905,774",315.54
9628,4,Thor: Ragnarok,"Action,Adventure,Comedy",2017,130,74,"769,953",315.06
3011,4,Iron Man 2,"Action,Sci-Fi",2010,124,57,"832,104",312.43
8522,2,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",2002,142,54,"724,993",310.68
9528,4,Pirates of the Caribbean: At World's End,"Action,Adventure,Fantasy",2007,169,50,"663,567",309.42
1171,3,Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",1983,131,58,"1,070,887",309.13
1792,1,Independence Day,"Action,Adventure,Sci-Fi",1996,145,59,"584,275",306.17
785,5,Pirates of the Caribbean: The Curse of the Black Pearl,"Action,Adventure,Fantasy",2003,143,63,"1,147,157",305.41
9697,2,Skyfall,"Action,Adventure,Thriller",2012,143,81,"707,246",304.36
3260,2,The Hobbit: An Unexpected Journey,"Adventure,Fantasy",2012,169,58,"840,882",303
3456,1,Harry Potter and the Half-Blood Prince,"Action,Adventure,Family",2009,153,78,"560,646",301.96
2583,3,The Twilight Saga: Eclipse,"Action,Adventure,Drama",2010,124,58,"251,016",300.53
5152,5,The Twilight Saga: New Moon,"Adventure,Drama,Fantasy",2009,130,44,"289,688",296.62
9823,1,Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy",2010,146,65,"564,326",295.98
9513,2,The Sixth Sense,"Drama,Mystery,Thriller",1999,107,64,"1,006,656",293.51
3737,2,Up,"Animation,Adventure,Comedy",2009,96,88,"1,062,751",293
9389,2,Inception,"Action,Adventure,Sci-Fi",2010,148,74,"2,397,325",292.58
8981,2,The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Drama,Fantasy",2012,115,52,"253,632",292.3
3799,3,Harry Potter and the Order of the Phoenix,"Action,Adventure,Family",2007,138,71,"597,536",292
1074,2,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",2005,143,75,"408,207",291.71
473,3,Man of Steel,"Action,Adventure,Sci-Fi",2013,143,55,"782,960",291.05
7582,3,The Empire Strikes Back,"Action,Adventure,Fantasy",1980,124,82,"1,313,349",290.48
1783,3,Harry Potter and the Goblet of Fire,"Adventure,Family,Fantasy",2005,157,81,"643,104",290.01
2804,5,"Monsters, Inc.","Animation,Adventure,Comedy",2001,92,79,"926,480",289.92
9828,3,Home Alone,"Comedy,Family",1990,103,63,"601,635",285.76
5019,3,The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",2015,137,65,"339,875",281.72
2634,2,The Matrix Reloaded,"Action,Sci-Fi",2003,138,62,"605,707",281.49
3551,5,The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy",2011,117,45,"245,316",281.29
544,5,Meet the Fockers,"Comedy,Romance",2004,115,41,"276,832",279.26
7443,5,The Hangover,Comedy,2009,100,73,"802,810",277.32
5732,5,Gravity,"Drama,Sci-Fi,Thriller",2013,91,96,"837,913",274.09
2180,2,The Grinch,"Animation,Comedy,Family",2018,85,51,"77,567",270.62
6254,1,Sing,"Animation,Comedy,Family",2016,108,59,"177,212",270.4
8472,5,Monsters University,"Animation,Adventure,Comedy",2013,104,65,"369,025",268.49
5195,1,Shrek,"Animation,Adventure,Comedy",2001,90,84,"695,253",267.67
5133,1,Despicable Me 3,"Animation,Adventure,Comedy",2017,89,49,"141,423",264.62
2934,5,The Amazing Spider-Man,"Action,Adventure,Sci-Fi",2012,136,66,"668,507",262.03
6352,5,Harry Potter and the Chamber of Secrets,"Adventure,Family,Fantasy",2002,161,63,"652,518",261.99
6029,4,The Incredibles,"Animation,Action,Adventure",2004,115,90,"755,734",261.44
3895,4,How the Grinch Stole Christmas,"Comedy,Family,Fantasy",2000,104,46,"267,531",260.04
9447,4,Jaws,"Adventure,Thriller",1975,124,87,"619,744",260
6841,3,Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi",2014,136,70,"861,295",259.77
1281,4,The Hobbit: The Desolation of Smaug,Fantasy,2013,161,66,"676,009",258.37
4807,2,The Lego Movie,"Animation,Action,Adventure",2014,100,83,"365,555",257.76
198,5,Star Trek,"Action,Adventure,Sci-Fi",2009,127,82,"608,993",257.73
548,1,I Am Legend,"Action,Drama,Horror",2007,101,65,"775,591",256.39
3615,3,The Blind Side,"Biography,Drama,Sport",2009,129,53,"341,942",255.96
5362,3,The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",2014,144,59,"544,869",255.12
5271,5,The Hangover Part II,Comedy,2011,102,44,"511,347",254.46
3258,3,Despicable Me,"Animation,Adventure,Comedy",2010,95,72,"558,012",251.51
632,5,Batman,"Action,Adventure",1989,126,69,"385,168",251.19
3855,1,Night at the Museum,"Adventure,Comedy,Family",2006,108,48,"358,541",250.86
386,5,Men in Black,"Action,Adventure,Comedy",1997,98,71,"581,007",250.69
5364,1,Harry Potter and the Prisoner of Azkaban,"Adventure,Family,Fantasy",2004,142,82,"651,552",249.36
4211,1,Moana,"Animation,Adventure,Comedy",I 2016,107,81,"348,028",248.76
6509,1,Raiders of the Lost Ark,"Action,Adventure",1981,115,85,"981,363",248.16
4527,3,Toy Story 2,"Animation,Adventure,Comedy",1999,92,88,"592,407",245.85
3957,1,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",2014,165,32,"319,495",245.44
4259,1,Cars,"Animation,Adventure,Comedy",2006,117,73,"435,387",244.08
6167,1,Bruce Almighty,"Comedy,Fantasy",2003,101,46,"413,614",242.83
7720,2,Twister,"Action,Adventure,Thriller",I 1996,113,68,"201,520",241.72
2311,1,My Big Fat Greek Wedding,"Comedy,Drama,Romance",2002,95,62,"135,954",241.44
7775,2,Maleficent,"Adventure,Family,Fantasy",2014,97,56,"384,249",241.41
353,3,Pirates of the Caribbean: On Stranger Tides,"Action,Adventure,Fantasy",2011,137,45,"538,700",241.06
2461,3,Furious 6,"Action,Adventure,Crime",2013,130,61,"400,914",238.68
7661,2,Ghostbusters,"Action,Comedy,Fantasy",1984,105,71,"423,791",238.63
1422,4,Shrek Forever After,"Animation,Adventure,Comedy",2010,95,58,"213,134",238.37
1395,3,Brave,"Animation,Adventure,Comedy",2012,93,69,"421,342",237.28
6590,4,Oz the Great and Powerful,"Adventure,Family,Fantasy",2013,130,44,"210,481",234.91
2398,1,Beverly Hills Cop,"Action,Comedy,Crime",1984,105,66,"190,621",234.76
730,3,X-Men: The Last Stand,"Action,Adventure,Sci-Fi",2006,104,58,"524,894",234.36
5982,3,War of the Worlds,"Action,Adventure,Sci-Fi",2005,116,73,"457,832",234.28
5722,1,Fantastic Beasts and Where to Find Them,"Adventure,Family,Fantasy",2016,132,66,"485,988",234.04
5035,2,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",2014,132,75,"722,316",233.92
1657,1,Cast Away,"Adventure,Drama,Romance",2000,143,73,"605,870",233.63
9082,1,The Exorcist,Horror,1973,122,81,"418,052",232.91
6836,1,Doctor Strange,"Action,Adventure,Fantasy",2016,115,72,"760,031",232.64
4391,2,The Lost World: Jurassic Park,"Action,Adventure,Sci-Fi",1997,129,59,"426,795",229.09
1069,3,Justice League,"Action,Adventure,Fantasy",2017,120,45,"460,952",229.02
98,2,Star Trek Into Darkness,"Action,Adventure,Sci-Fi",2013,132,72,"488,234",228.78
2299,2,The Martian,"Adventure,Drama,Sci-Fi",2015,144,80,"873,702",228.43
6363,4,Signs,"Drama,Mystery,Sci-Fi",2002,106,59,"371,313",227.97
5130,3,Hancock,"Action,Comedy,Drama",2008,92,49,"492,666",227.95
7608,5,The Bourne Ultimatum,"Action,Mystery,Thriller",2007,115,85,"642,059",227.47
5972,1,Logan,"Action,Drama,Sci-Fi",2017,137,77,"781,622",226.28
3506,4,Rush Hour 2,"Action,Comedy,Crime",2001,90,48,"226,907",226.16
265,5,The Fate of the Furious,"Action,Crime,Thriller",2017,136,56,"238,230",226.01
63,1,Shang-Chi and the Legend of the Ten Rings,"Action,Adventure,Fantasy",2021,132,71,"397,179",224.54
1928,2,WALL·E,"Animation,Adventure,Family",2008,98,95,"1,135,854",223.81
9333,3,Big Hero 6,"Animation,Action,Adventure",2014,102,74,"473,145",222.53
4108,2,Mission: Impossible - Fallout,"Action,Adventure,Thriller",2018,147,86,"342,346",220.16
3308,2,National Treasure: Book of Secrets,"Action,Adventure,Mystery",2007,124,48,"244,146",219.96
5485,5,Mrs. Doubtfire,"Comedy,Drama",1993,125,53,"274,512",219.2
7162,2,Beauty and the Beast,"Animation,Family,Fantasy",1991,84,95,"462,209",218.97
7943,4,Ted,Comedy,2012,106,62,"626,512",218.82
715,5,King Kong,"Action,Adventure,Drama",2005,187,81,"431,497",218.08
2870,1,Ghost,"Drama,Fantasy,Romance",1990,127,52,"223,997",217.63
8423,5,How to Train Your Dragon,"Animation,Action,Adventure",2010,98,75,"756,306",217.58
8457,5,The Da Vinci Code,"Mystery,Thriller",2006,149,46,"441,858",217.54
2389,4,Aladdin,"Animation,Adventure,Comedy",1992,90,86,"432,783",217.35
6304,2,Alvin and the Chipmunks,"Animation,Adventure,Comedy",2007,92,39,"89,292",217.33
1504,4,Ant-Man and the Wasp,"Action,Adventure,Comedy",2018,118,70,"420,006",216.65
9640,3,Saving Private Ryan,"Drama,War",1998,169,91,"1,415,489",216.54
2761,3,Bohemian Rhapsody,"Biography,Drama,Music",2018,134,49,"552,272",216.43
801,5,Madagascar 3: Europe's Most Wanted,"Animation,Adventure,Comedy",2012,95,60,"187,542",216.39
7604,5,Kung Fu Panda,"Animation,Action,Adventure",2008,92,74,"485,209",215.43
4003,1,Mission: Impossible II,"Action,Adventure,Thriller",2000,123,59,"350,729",215.41
1233,1,A Star Is Born,"Drama,Music,Romance",2018,136,88,"395,274",215.29
6700,3,X2,"Action,Sci-Fi,Thriller",2003,134,68,"558,766",214.95
3525,2,The Lorax,"Animation,Adventure,Comedy",2012,86,46,"118,626",214.03
347,1,Solo: A Star Wars Story,"Action,Adventure,Sci-Fi",2018,135,62,"357,674",213.77
7636,5,Venom: Let There Be Carnage,"Action,Sci-Fi,Thriller",2021,97,49,"234,327",213.55
3345,4,Venom,"Action,Adventure,Sci-Fi",2018,112,35,"500,520",213.52
5654,2,Austin Powers in Goldmember,"Action,Adventure,Comedy",2002,94,62,"214,797",213.31
4120,3,It Chapter Two,"Drama,Fantasy,Horror",2019,169,58,"276,820",211.59
3185,4,Back to the Future,"Adventure,Comedy,Sci-Fi",1985,116,87,"1,229,859",210.61
503,2,300,"Action,Drama",2006,117,52,"833,184",210.61
1714,5,Fast Five,"Action,Crime,Thriller",2011,130,66,"388,383",209.84
2554,5,Coco,"Animation,Adventure,Comedy",I 2017,105,81,"527,780",209.73
813,2,Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller",2011,132,73,"499,304",209.4
831,4,Wedding Crashers,"Comedy,Romance",2005,119,64,"363,529",209.22
6904,3,Sherlock Holmes,"Action,Adventure,Mystery",2009,128,57,"645,587",209.03
91,1,Dawn of the Planet of the Apes,"Action,Adventure,Drama",2014,130,79,"449,638",208.55
757,1,Batman Begins,"Action,Crime,Drama",2005,140,70,"1,494,746",206.85
2279,4,Charlie and the Chocolate Factory,"Adventure,Comedy,Family",2005,115,72,"494,012",206.46
5590,1,Ratatouille,"Animation,Adventure,Comedy",2007,111,96,"759,386",206.45
5956,4,Thor: The Dark World,"Action,Adventure,Fantasy",2013,112,54,"695,701",206.36
5753,1,Bad Boys for Life,"Action,Comedy,Crime",2020,124,59,"165,739",206.31
2294,1,Austin Powers: The Spy Who Shagged Me,"Action,Adventure,Comedy",1999,95,59,"239,166",206.04
9713,1,Terminator 2: Judgment Day,"Action,Sci-Fi",1991,137,75,"1,117,130",204.84
210,1,The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi",2014,142,53,"509,505",202.85
5556,2,World War Z,"Action,Adventure,Horror",2013,116,63,"683,843",202.36
8931,4,The Mummy Returns,"Action,Adventure,Fantasy",2001,130,48,"333,457",202.02
8984,5,Armageddon,"Action,Adventure,Sci-Fi",1998,151,42,"434,395",201.57
6774,2,Cinderella,"Adventure,Drama,Family",I 2015,105,67,"181,493",201.15
658,2,Ralph Breaks the Internet,"Animation,Adventure,Comedy",2018,112,71,"168,014",201.09
1789,3,Tangled,"Animation,Adventure,Comedy",2010,100,71,"465,858",200.82
5862,1,Godzilla,"Action,Adventure,Sci-Fi",2014,123,62,"421,087",200.68
3918,2,Superman Returns,"Action,Adventure,Sci-Fi",2006,154,72,"286,550",200.08
5826,1,Spectre,"Action,Adventure,Thriller",I 2015,148,60,"449,053",200.07
1680,1,Gone with the Wind,"Drama,Romance,War",1939,238,97,"321,088",198.68
1026,1,Pearl Harbor,"Action,Drama,History",2001,183,44,"339,366",198.54
1638,1,Monsters vs. Aliens,"Animation,Action,Adventure",2009,94,56,"167,969",198.35
3731,5,Happy Feet,"Animation,Adventure,Comedy",2006,108,77,"191,547",198
454,4,Indiana Jones and the Last Crusade,"Action,Adventure",1989,127,65,"767,339",197.17
3113,5,Ice Age: Dawn of the Dinosaurs,"Animation,Adventure,Comedy",2009,94,50,"252,063",196.57
6585,4,Ice Age: The Meltdown,"Animation,Adventure,Comedy",2006,91,59,"284,873",195.33
7278,5,Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",2015,131,75,"381,831",195.04
141,1,Madagascar,"Animation,Adventure,Comedy",2005,86,57,"415,003",193.6
5479,4,Twilight,"Drama,Fantasy,Romance",I 2008,122,56,"469,757",192.77
9482,1,Toy Story,"Animation,Adventure,Comedy",1995,81,96,"1,011,793",191.8
4717,2,22 Jump Street,"Action,Comedy,Crime",2014,112,71,"387,000",191.72
5375,4,Cars 2,"Animation,Adventure,Comedy",2011,106,57,"198,942",191.45
4603,3,Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy",2014,101,31,"214,010",191.2
4082,1,Sonic the Hedgehog 2,"Action,Adventure,Comedy",2022,122,47,"72,840",190.87
6922,3,Men in Black II,"Action,Adventure,Comedy",2002,88,49,"384,544",190.42
7193,3,Spider-Man: Into the Spider-Verse,"Animation,Action,Adventure",2018,117,87,"554,148",190.24
3691,4,Wreck-It Ralph,"Animation,Adventure,Comedy",2012,101,72,"433,602",189.42
5050,5,Grease,"Comedy,Musical,Romance",1978,110,70,"285,232",188.76
9613,2,Dunkirk,"Action,Drama,History",2017,106,94,"677,340",188.37
4251,2,Interstellar,"Adventure,Drama,Sci-Fi",2014,169,74,"1,890,632",188.02
5784,5,A Quiet Place,"Drama,Horror,Sci-Fi",2018,90,82,"545,338",188.02
2609,4,Gladiator,"Action,Adventure,Drama",2000,155,67,"1,526,666",187.71
863,3,The Croods,"Animation,Action,Adventure",2013,98,55,"221,159",187.17
484,1,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Mystery",2011,129,48,"464,033",186.85
7673,2,The Day After Tomorrow,"Action,Adventure,Sci-Fi",2004,124,47,"458,073",186.74
6275,2,Mr. & Mrs. Smith,"Action,Comedy,Crime",2005,120,55,"508,638",186.34
1144,4,Snow White and the Seven Dwarfs,"Animation,Adventure,Family",1937,83,96,"204,780",184.93
2843,5,Pitch Perfect 2,"Comedy,Music",2015,115,63,"161,960",184.3
5106,2,Dances with Wolves,"Adventure,Drama,Western",1990,181,72,"274,426",184.21
7232,1,Batman Forever,"Action,Adventure",1995,121,51,"257,693",184.03
3533,1,The Fugitive,"Action,Crime,Drama",1993,130,87,"302,976",183.88
6603,2,Black Widow,"Action,Adventure,Sci-Fi",2021,134,68,"392,605",183.65
7517,2,The Revenant,"Action,Adventure,Drama",2015,156,76,"823,094",183.64
2329,5,Ocean's Eleven,"Crime,Thriller",2001,116,74,"587,901",183.42
2801,1,The Polar Express,"Animation,Adventure,Comedy",2004,100,61,"221,298",183.37
1102,4,The Simpsons Movie,"Animation,Adventure,Comedy",2007,87,80,"337,207",183.14
4822,5,What Women Want,"Comedy,Fantasy,Romance",2000,127,47,"213,005",182.81
8356,1,The Perfect Storm,"Action,Adventure,Drama",2000,130,59,"171,779",182.62
6430,1,Lincoln,"Biography,Drama,History",2012,150,87,"264,770",182.21
559,3,Liar Liar,"Comedy,Fantasy",1997,86,70,"317,177",181.41
6565,4,Jurassic Park III,"Action,Adventure,Sci-Fi",2001,92,42,"329,037",181.17
3180,3,Thor,"Action,Fantasy",2011,115,57,"863,528",181.03
1801,2,Mission: Impossible,"Action,Adventure,Thriller",1996,110,59,"436,257",180.98
6272,5,Ant-Man,"Action,Comedy,Sci-Fi",2015,117,64,"687,539",180.2
4218,3,Madagascar: Escape 2 Africa,"Animation,Adventure,Comedy",2008,89,61,"234,912",180.01
5755,1,Planet of the Apes,"Action,Adventure,Sci-Fi",2001,119,50,"222,982",180.01
1403,3,X-Men Origins: Wolverine,"Action,Sci-Fi",2009,107,40,"513,543",179.88
2697,5,Indiana Jones and the Temple of Doom,"Action,Adventure",1984,118,57,"500,775",179.87
8426,2,Top Gun,"Action,Drama",1986,109,50,"470,614",179.8
4798,3,Hitch,"Comedy,Romance",I 2005,118,58,"323,672",179.5
8530,2,Men in Black 3,"Action,Adventure,Comedy",2012,106,58,"371,114",179.02
1559,1,Rain Man,Drama,1988,133,65,"524,453",178.8
7632,2,Pretty Woman,"Comedy,Romance",1990,119,51,"335,122",178.41
5565,2,Home,"Animation,Adventure,Comedy",II 2015,94,55,"105,939",177.4
5291,4,Night at the Museum: Battle of the Smithsonian,"Adventure,Comedy,Family",2009,105,42,"202,867",177.24
4502,4,Tootsie,"Comedy,Drama,Romance",1982,116,88,"110,139",177.2
9351,5,How to Train Your Dragon 2,"Animation,Action,Adventure",2014,102,77,"345,272",177
6401,5,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",2011,105,68,"537,914",176.76
9755,2,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",2011,124,66,"859,790",176.65
3600,4,The Karate Kid,"Action,Drama,Family",2010,140,61,"191,576",176.59
834,4,There's Something About Mary,"Comedy,Romance",1998,119,69,"317,722",176.48
1009,4,Ice Age,"Animation,Adventure,Comedy",2002,81,61,"493,983",176.39
4612,2,The Bourne Supremacy,"Action,Mystery,Thriller",2004,108,73,"471,521",176.24
6727,2,Get Out,"Horror,Mystery,Thriller",I 2017,104,85,"634,188",176.04
4134,5,The Lego Batman Movie,"Animation,Action,Adventure",2017,104,75,"157,783",175.75
3460,1,Us,"Horror,Mystery,Thriller",II 2019,116,81,"312,004",175.08
3988,2,The Boss Baby,"Animation,Adventure,Comedy",2017,97,50,"132,102",175
3317,4,Crocodile Dundee,"Action,Adventure,Comedy",1986,97,62,"109,566",174.64
8109,5,Crazy Rich Asians,"Comedy,Drama,Romance",2018,120,74,"178,884",174.53
2772,4,The Greatest Showman,"Biography,Drama,Musical",2017,105,48,"290,567",174.34
6504,5,Fast & Furious Presents: Hobbs & Shaw,"Action,Adventure,Thriller",2019,137,60,"219,629",173.96
170,3,Apollo 13,"Adventure,Drama,History",I 1995,140,77,"301,794",173.84
